Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
28,Q620,THOMAS A. EDISON HS - Q,SCA IEH,PO18-ABATE FUEL OIL PIPE INSULATION FOR BOILER CONVERSION LOCATION IS MARKED AT BOILER AND PUMP SET,Construction,In-Progress,2/25/2025,IEH,,IEH,1250.00,0.00,SCA0000073987
28,Q620,THOMAS A. EDISON HS - Q,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/13/2020,DIIR,,DIIR,50000.00,0.00,DSF0000890420
28,Q620,THOMAS A. EDISON HS - Q,DOE - RESOA,FY19 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,8/27/2021,DOER,,DOER,229122.00,0.00,DSF0000890933
28,Q620,THOMAS A. EDISON HS - Q,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,In-Progress,7/15/2024,DOER,,DOER,32846.00,0.00,DSF0001033330
28,Q620,THOMAS A. EDISON HS - Q,DOE - RESOA,FY25 RESO A CTE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001113185
28,Q620,THOMAS A. EDISON HS - Q,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,1/6/2023,DOES,,DOES,754898.00,0.00,DSF0000960866
28,Q620,THOMAS A. EDISON HS - Q,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/8/2024,DOES,3/4/2025,DOES,65832.00,,DSF0001085026
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / HVAC/BMS UPGRADE / FIRE ALARM SYSTEM,Scope,Complete,6/3/2021,11/3/2023,1/8/2024,128800,158171.00,158143.00,"DSF0000999284, DSF0001025878, DSF0001076715, DSF0001104663"
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / HVAC/BMS UPGRADE / FIRE ALARM SYSTEM,Design,Complete,1/19/2024,7/23/2024,5/15/2024,644000,889713.00,559366.00,"DSF0000999284, DSF0001025878, DSF0001076715, DSF0001104663"
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / HVAC/BMS UPGRADE / FIRE ALARM SYSTEM,Construction,In-Progress,8/26/2024,8/25/2026,,14490000,13381345.00,179593.00,"DSF0000999284, DSF0001025878, DSF0001076715, DSF0001104663"
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / HVAC/BMS UPGRADE / FIRE ALARM SYSTEM,"CM,F&E",In-Progress,8/26/2024,8/25/2026,,901600,71733.00,71733.00,"DSF0000999284, DSF0001025878, DSF0001076715, DSF0001104663"
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,5/1/2021,EMER,,EMER,50136.00,48893.00,SCA0000069409
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0000913462
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,73891.00,0.00,DSF0001008087
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP,TENNIS COURT REMEDIATION,Scope,Complete,4/30/2024,8/30/2024,11/1/2024,15499,57096.00,46419.00,DSF0001085107
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP,TENNIS COURT REMEDIATION,Design,In-Progress,11/19/2024,5/15/2025,,72328,105442.00,40672.00,DSF0001085107
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP,TENNIS COURT REMEDIATION,Construction,PNS,PNS,PNS,PNS,1146914,1146914.00,21345.00,DSF0001085107
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP,TENNIS COURT REMEDIATION,"CM,F&E",PNS,PNS,PNS,PNS,113658,113658.00,17863.00,DSF0001085107
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,Scope,Complete,2/17/2023,6/21/2023,6/20/2023,0,12213.00,12213.00,DSF0001036081
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,Design,Complete,6/29/2023,11/15/2023,4/18/2024,48000,58424.00,7883.00,DSF0001036081
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,Construction,In-Progress,12/2/2024,9/27/2025,,704000,464590.00,0.00,DSF0001036081
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,"CM,F&E",In-Progress,12/2/2024,9/27/2025,,48000,44199.00,12816.00,DSF0001036081
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,27000.00,0.00,DSF0000889903
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/13/2020,DIIR,,DIIR,50000.00,0.00,DSF0000890337
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,225000.00,0.00,DSF0001033285
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,54175.00,0.00,DSF0001036080
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001086572
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086573
28,Q686,I.S./H.S. 167 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001113189
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,DOE - RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,4/2/2021,DOER,,DOER,163514.00,0.00,DSF0000867308
28,Q686,I.S./H.S. 167 - QUEENS,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,492692.00,0.00,DSF0001036077
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,In-Progress,10/31/2023,DOER,,DOER,200000.00,0.00,DSF0001086574
28,Q686,I.S./H.S. 167 - QUEENS,DOE - RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001113188
28,Q686,Q233 SPED - QUEENS,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001113190
28,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,DOE - RESOA,FY25 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,750000.00,0.00,DSF0001113191
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP,ROOFS,Scope,In-Progress,6/13/2024,10/30/2024,,60940,142887.00,54335.00,DSF0001076750
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP,ROOFS,Design,PNS,PNS,PNS,PNS,304700,304700.00,15379.00,DSF0001076750
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,6855746,6855746.00,0.00,DSF0001076750
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,426580,426580.00,20534.00,DSF0001076750
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP RESOA,FY24 RESO A ROOFTOP PLAYGROUND,Scope,Complete,12/8/2023,4/25/2024,6/13/2024,0,35333.00,35150.00,DSF0001086575
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP RESOA,FY24 RESO A ROOFTOP PLAYGROUND,Design,Complete,6/25/2024,11/26/2024,1/27/2025,90000,64513.00,22040.00,DSF0001086575
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP RESOA,FY24 RESO A ROOFTOP PLAYGROUND,Construction,PNS,PNS,PNS,PNS,1320000,1320000.00,0.00,DSF0001086575
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,SCA CIP RESOA,FY24 RESO A ROOFTOP PLAYGROUND,"CM,F&E",PNS,PNS,PNS,PNS,90000,90000.00,17014.00,DSF0001086575
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113192
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,9000,9000.00,0.00,DSF0001113192
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,132000,132000.00,0.00,DSF0001113192
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,9000,9000.00,0.00,DSF0001113192
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113672
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113672
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113672
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113672
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,In-Progress,10/31/2023,DOER,,DOER,400000.00,0.00,DSF0001086577
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,7/18/2024,DOES,10/11/2024,DOES,50832.00,,DSF0001085031
28,Q774,QUEENS HS FOR THE SCIENCES - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,115000.00,0.00,DSF0001033331
28,Q814,P.S. 82 - QUEENS,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,Complete,10/23/2024,IEH,11/1/2024,IEH,17870.00,17870.00,SCA0000073530
28,Q994,I.S. 217 - QUEENS,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,Complete,12/5/2024,IEH,12/22/2024,IEH,10270.00,140.00,SCA0000073669
29,Q015,P.S. 15 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,8/15/2023,12/15/2023,9/5/2023,3871,2392.00,2392.00,DSF0001085323
29,Q015,P.S. 15 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,9/5/2023,3/5/2024,11/1/2023,17419,9566.00,9566.00,DSF0001085323
29,Q015,P.S. 15 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,2/9/2024,1/3/2025,,224510,207106.00,149568.00,DSF0001085323
29,Q015,P.S. 15 - QUEENS,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,2/9/2024,1/3/2025,,105275,143127.00,115162.00,DSF0001085323
29,Q015,P.S. 15 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/14/2024,DIIR,10/30/2024,DIIR,49074.00,49074.00,DSF0001086348
29,Q015,P.S. 15 - QUEENS,DOE - RESOA,FY17 RESO A LIBRARY UPGRADES,Construction,In-Progress,7/15/2022,DOER,,DOER,180667.00,0.00,DSF0000844891
29,Q015,P.S. 15 - QUEENS,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001112935
29,Q015,P.S. 15 - QUEENS,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,2/28/2023,DOES,,DOES,960706.00,0.00,SCA0000070996
29,Q015,P.S. 15 - QUEENS,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,2/21/2024,DOES,,DOES,893504.00,1402.00,DSF0001112132
29,Q033,P.S. 33 - QUEENS,SCA IEH,"PO18-BASEMENT FAN ROOM, REMOVE 30 L.F. PIPE INSULATION BASEMENT HALLWAY, REPAIR FALLING CONCRETE CEI",Construction,Complete,1/6/2025,IEH,3/16/2025,IEH,9131.00,1716.00,SCA0000073771
29,Q033,P.S. 33 - QUEENS,Fast Track Projects,FY19 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,12/20/2018,FTK,,FTK,132750.00,120118.00,DSF0000890856
29,Q033,P.S. 33 - QUEENS,Fast Track Projects,FY20 RESO A GYMNASIUM UPGRADE,Construction,Complete,7/16/2021,FTK,10/4/2022,FTK,152857.00,142017.00,DSF0000913368
29,Q034,P.S. 34 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,Complete,7/30/2021,12/16/2021,4/1/2022,6269,1297.00,6.00,DSF0000995252
29,Q034,P.S. 34 - QUEENS,SCA CIP,FLOOD ELIMINATION,Design,Complete,4/1/2022,6/1/2022,4/1/2022,28213,20240.00,23.00,DSF0000995252
29,Q034,P.S. 34 - QUEENS,SCA CIP,FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,363629,363629.00,51.00,DSF0000995252
29,Q034,P.S. 34 - QUEENS,SCA CIP,FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,67397,67397.00,1216.00,DSF0000995252
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Scope,Complete,3/2/2021,2/7/2022,2/3/2022,0,47324.00,47324.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,2/4/2022,6/6/2022,2/22/2022,73224,93788.00,51460.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1073964,1014387.00,42694.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,73224,69163.00,31319.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA IEH,"PO18-ABATE AND REPAIR, ENCAPSULATE AND PAINT APPROX. 4SF OF DAMAGED WALL PLASTER(UPPER/ LOWER WALL #",Construction,Complete,1/17/2025,IEH,1/19/2025,IEH,15176.00,1067.00,SCA0000073819
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Scope,Complete,6/30/2022,12/27/2022,10/4/2022,109490,175735.00,160008.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Design,Complete,10/14/2022,6/12/2023,4/26/2023,547449,557102.00,550824.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Construction,In-Progress,7/12/2023,1/1/2025,,12317625,11393323.00,8714057.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,"CM,F&E",In-Progress,7/12/2023,1/1/2025,,767710,923809.00,825546.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,18000,18000.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,264000,264000.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,18000,18000.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,Fast Track Projects,CTF ROOM CONVERSION / PATH OF TRAVEL CTF ROOM CONVERSION,Construction,In-Progress,8/22/2024,FTK,,FTK,642273.00,557805.00,"DSF0001112051, DSF0001112058"
29,Q035,P.S. 35 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,11/2/2023,DIIR,11/4/2024,DIIR,101634.00,101634.00,DSF0001035816
29,Q035,P.S. 35 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,9/9/2024,DIIR,12/16/2024,DIIR,113000.00,113000.00,DSF0001086361
29,Q035,P.S. 35 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001112948
29,Q035,P.S. 35 - QUEENS,DOE - Skilled Trades,REPLACEMENT OF (5) ROOF TOPS UNITS,Construction,In-Progress,6/4/2021,DOES,,DOES,977340.00,0.00,DSF0000900952
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,3/1/2021,7/16/2021,10/26/2021,64814,138747.00,133505.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,11/3/2021,4/8/2022,3/24/2022,314425,390685.00,290245.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Construction,In-Progress,7/18/2022,9/14/2024,,6240379,6135100.00,2798341.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,"CM,F&E",In-Progress,7/18/2022,9/14/2024,,526761,472858.00,468732.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,In-Progress,5/18/2023,,,100000,100000.00,100000.00,DSF0001035229
29,Q036,P.S. 36 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,2/13/2024,DOEL,,DOEL,71647.00,71647.00,
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/9/2017,10/10/2017,7/7/2017,154256,149285.00,149285.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/14/2017,12/15/2017,11/6/2017,617025,584863.00,573085.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,6/18/2018,12/9/2019,,11569214,6499097.00,6575643.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,6/18/2018,12/9/2019,,719862,540368.00,531296.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Scope,Complete,8/15/2013,5/11/2015,11/3/2015,245222,260613.00,260613.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Design,Complete,4/5/2016,9/2/2016,2/14/2017,967305,1045135.00,885375.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Construction,In-Progress,7/18/2017,4/8/2019,,16918073,15571860.00,14777595.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,"CM,F&E",In-Progress,7/18/2017,4/8/2019,,1320918,2071420.00,2065946.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,8/30/2019,1/13/2020,9/10/2019,4477,2717.00,2717.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,9/10/2019,2/13/2020,2/5/2020,19939,10936.00,10936.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/15/2020,7/11/2021,,317739,314455.00,299454.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,47631,27127.00,27127.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,Fast Track Projects,CTF ROOM CONVERSION,Construction,In-Progress,8/20/2024,FTK,,FTK,307090.00,175748.00,DSF0001112050
29,Q037,P.S. 37 - QUEENS,Fast Track Projects,PATH OF TRAVEL CTF ROOM CONVERSION,Construction,In-Progress,1/8/2025,FTK,,FTK,53471.00,20855.00,DSF0001112057
29,Q037,P.S. 37 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,65000.00,0.00,DSF0001033747
29,Q037,P.S. 37 - QUEENS,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001112949
29,Q037,P.S. 37 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,Complete,10/28/2021,DOES,2/22/2022,DOES,200833.00,185894.00,DSF0001008704
29,Q037,P.S. 37 - QUEENS,DOE - Skilled Trades,FACILITY ENHANCEMENT,Construction,In-Progress,7/27/2024,DOES,,DOES,1302858.00,0.00,DSF0001112144
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Scope,Complete,5/11/2021,9/24/2021,12/7/2021,152878,142175.00,142175.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Design,Complete,12/10/2021,5/13/2022,10/6/2022,754443,714175.00,664913.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
